disease_area,disease,phase,completion_period,period_trial_count,outcome_normalized,percentage,rank,outcome_position
Disorder of immune function,Systemic Lupus Erythematosus,Phase 2,2006-2010,2,MAXIMUM PLASMA CONCENTRATION,0.0000,2.0000,2
Disorder of immune function,Systemic Lupus Erythematosus,Phase 2,2006-2010,2,BICLA RESPONSE,0.0000,2.0000,4
Disorder of immune function,Systemic Lupus Erythematosus,Phase 2,2006-2010,2,SRI-4 RESPONSE,0.0000,2.0000,5
Disorder of immune function,Systemic Lupus Erythematosus,Phase 2,2011-2015,14,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,58.3333,1.0000,1
Disorder of immune function,Systemic Lupus Erythematosus,Phase 2,2011-2015,14,MAXIMUM PLASMA CONCENTRATION,50.0000,2.0000,2
Disorder of immune function,Systemic Lupus Erythematosus,Phase 2,2011-2015,14,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,37.5000,3.0000,0
Disorder of immune function,Systemic Lupus Erythematosus,Phase 2,2011-2015,14,BICLA RESPONSE,0.0000,4.0000,4
Disorder of immune function,Systemic Lupus Erythematosus,Phase 2,2011-2015,14,SRI-4 RESPONSE,0.0000,4.0000,5
Disorder of immune function,Systemic Lupus Erythematosus,Phase 2,2016-2020,29,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,37.2222,1.0000,1
Disorder of immune function,Systemic Lupus Erythematosus,Phase 2,2016-2020,29,MAXIMUM PLASMA CONCENTRATION,26.8519,2.0000,2
Disorder of immune function,Systemic Lupus Erythematosus,Phase 2,2016-2020,29,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,22.4074,3.0000,0
Disorder of immune function,Systemic Lupus Erythematosus,Phase 2,2016-2020,29,BICLA RESPONSE,18.2407,4.0000,4
Disorder of immune function,Systemic Lupus Erythematosus,Phase 2,2016-2020,29,SRI-4 RESPONSE,16.2500,5.0000,5
Disorder of immune function,Systemic Lupus Erythematosus,Phase 2,2021-2025,21,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,45.8333,1.0000,0
Disorder of immune function,Systemic Lupus Erythematosus,Phase 2,2021-2025,21,SRI-4 RESPONSE,33.3333,2.0000,5
Disorder of immune function,Systemic Lupus Erythematosus,Phase 2,2021-2025,21,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,25.0000,3.0000,1
Disorder of immune function,Systemic Lupus Erythematosus,Phase 2,2021-2025,21,MAXIMUM PLASMA CONCENTRATION,18.7500,4.0000,2
Disorder of immune function,Systemic Lupus Erythematosus,Phase 2,2021-2025,21,BICLA RESPONSE,18.0556,5.0000,4
Disorder of immune function,Systemic Lupus Erythematosus,Phase 3,2006-2010,3,SLE RESPONDER INDEX RESPONSE RATE,100.0000,1.0000,11
Disorder of immune function,Systemic Lupus Erythematosus,Phase 3,2006-2010,3,CHANGE IN SLEDAI SCORE,0.0000,2.0000,8
Disorder of immune function,Systemic Lupus Erythematosus,Phase 3,2006-2010,3,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,0.0000,2.0000,1
Disorder of immune function,Systemic Lupus Erythematosus,Phase 3,2006-2010,3,PERCENTAGE OF PARTICIPANTS ACHIEVING SRI-4 RESPONSE,0.0000,2.0000,10
Disorder of immune function,Systemic Lupus Erythematosus,Phase 3,2006-2010,3,TIME TO FIRST SEVERE FLARE,0.0000,2.0000,7
Disorder of immune function,Systemic Lupus Erythematosus,Phase 3,2011-2015,11,CHANGE IN SLEDAI SCORE,36.1111,1.0000,8
Disorder of immune function,Systemic Lupus Erythematosus,Phase 3,2011-2015,11,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,30.5556,2.0000,1
Disorder of immune function,Systemic Lupus Erythematosus,Phase 3,2011-2015,11,SLE RESPONDER INDEX RESPONSE RATE,11.1111,3.0000,11
Disorder of immune function,Systemic Lupus Erythematosus,Phase 3,2011-2015,11,TIME TO FIRST SEVERE FLARE,11.1111,3.0000,7
Disorder of immune function,Systemic Lupus Erythematosus,Phase 3,2011-2015,11,PERCENTAGE OF PARTICIPANTS ACHIEVING SRI-4 RESPONSE,0.0000,5.0000,10
Disorder of immune function,Systemic Lupus Erythematosus,Phase 3,2016-2020,9,PERCENTAGE OF PARTICIPANTS ACHIEVING SRI-4 RESPONSE,100.0000,1.0000,10
Disorder of immune function,Systemic Lupus Erythematosus,Phase 3,2016-2020,9,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,33.3333,2.0000,1
Disorder of immune function,Systemic Lupus Erythematosus,Phase 3,2016-2020,9,SLE RESPONDER INDEX RESPONSE RATE,16.6667,3.0000,11
Disorder of immune function,Systemic Lupus Erythematosus,Phase 3,2016-2020,9,CHANGE IN SLEDAI SCORE,0.0000,4.0000,8
Disorder of immune function,Systemic Lupus Erythematosus,Phase 3,2016-2020,9,TIME TO FIRST SEVERE FLARE,0.0000,4.0000,7
Disorder of immune function,Systemic Lupus Erythematosus,Phase 3,2021-2025,6,CHANGE IN SLEDAI SCORE,66.6667,1.0000,8
Disorder of immune function,Systemic Lupus Erythematosus,Phase 3,2021-2025,6,PERCENTAGE OF PARTICIPANTS ACHIEVING SRI-4 RESPONSE,66.6667,1.0000,10
Disorder of immune function,Systemic Lupus Erythematosus,Phase 3,2021-2025,6,TIME TO FIRST SEVERE FLARE,58.3333,3.0000,7
Disorder of immune function,Systemic Lupus Erythematosus,Phase 3,2021-2025,6,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,0.0000,4.0000,1
Disorder of immune function,Systemic Lupus Erythematosus,Phase 3,2021-2025,6,SLE RESPONDER INDEX RESPONSE RATE,0.0000,4.0000,11
Disorder of immune function,Systemic Lupus Erythematosus,Phase 4,2011-2015,3,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS OF SPECIAL INTEREST,0.0000,1.0000,15
Disorder of immune function,Systemic Lupus Erythematosus,Phase 4,2011-2015,3,NUMBER OF PARTICIPANTS WITH SERIOUS ADVERSE EVENTS,0.0000,1.0000,16
Disorder of immune function,Systemic Lupus Erythematosus,Phase 4,2011-2015,3,TIME TO FIRST SEVERE FLARE,0.0000,1.0000,7
Disorder of immune function,Systemic Lupus Erythematosus,Phase 4,2011-2015,3,ADVERSE EVENTS LEADING TO DISCONTINUATION,0.0000,1.0000,18
Disorder of immune function,Systemic Lupus Erythematosus,Phase 4,2011-2015,3,ALL-CAUSE MORTALITY,0.0000,1.0000,19
Disorder of immune function,Systemic Lupus Erythematosus,Phase 4,2016-2020,2,NUMBER OF PARTICIPANTS WITH SERIOUS ADVERSE EVENTS,50.0000,1.0000,16
Disorder of immune function,Systemic Lupus Erythematosus,Phase 4,2016-2020,2,TIME TO FIRST SEVERE FLARE,50.0000,1.0000,7
Disorder of immune function,Systemic Lupus Erythematosus,Phase 4,2016-2020,2,ADVERSE EVENTS LEADING TO DISCONTINUATION,50.0000,1.0000,18
Disorder of immune function,Systemic Lupus Erythematosus,Phase 4,2016-2020,2,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS OF SPECIAL INTEREST,0.0000,4.0000,15
Disorder of immune function,Systemic Lupus Erythematosus,Phase 4,2016-2020,2,ALL-CAUSE MORTALITY,0.0000,4.0000,19
Disorder of immune function,Systemic Lupus Erythematosus,Phase 4,2021-2025,4,NUMBER OF PARTICIPANTS WITH SERIOUS ADVERSE EVENTS,100.0000,1.0000,16
Disorder of immune function,Systemic Lupus Erythematosus,Phase 4,2021-2025,4,ALL-CAUSE MORTALITY,100.0000,1.0000,19
Disorder of immune function,Systemic Lupus Erythematosus,Phase 4,2021-2025,4,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS OF SPECIAL INTEREST,75.0000,3.0000,15
Disorder of immune function,Systemic Lupus Erythematosus,Phase 4,2021-2025,4,TIME TO FIRST SEVERE FLARE,50.0000,4.0000,7
Disorder of immune function,Systemic Lupus Erythematosus,Phase 4,2021-2025,4,ADVERSE EVENTS LEADING TO DISCONTINUATION,0.0000,5.0000,18
Disorder of immune function,Systemic Sclerosis,Phase 1,2016-2020,2,AREA UNDER THE CONCENTRATION-TIME CURVE,100.0000,1.0000,14
Disorder of immune function,Systemic Sclerosis,Phase 1,2016-2020,2,AUC FROM 0 TO INFINITY,100.0000,1.0000,15
Disorder of immune function,Systemic Sclerosis,Phase 1,2016-2020,2,AUC FROM 0 TO LAST MEASURABLE CONCENTRATION,100.0000,1.0000,16
Disorder of immune function,Systemic Sclerosis,Phase 1,2016-2020,2,AUC0-TZ,100.0000,1.0000,17
Disorder of immune function,Systemic Sclerosis,Phase 1,2016-2020,2,CHANGE IN 6-MINUTE WALK DISTANCE,100.0000,1.0000,7
Disorder of immune function,Systemic Sclerosis,Phase 1,2021-2025,1,AREA UNDER THE CONCENTRATION-TIME CURVE,0.0000,1.0000,14
Disorder of immune function,Systemic Sclerosis,Phase 1,2021-2025,1,AUC FROM 0 TO INFINITY,0.0000,1.0000,15
Disorder of immune function,Systemic Sclerosis,Phase 1,2021-2025,1,AUC FROM 0 TO LAST MEASURABLE CONCENTRATION,0.0000,1.0000,16
Disorder of immune function,Systemic Sclerosis,Phase 1,2021-2025,1,AUC0-TZ,0.0000,1.0000,17
Disorder of immune function,Systemic Sclerosis,Phase 1,2021-2025,1,CHANGE IN 6-MINUTE WALK DISTANCE,0.0000,1.0000,7
Disorder of immune function,Systemic Sclerosis,Phase 2,2006-2010,1,CHANGE IN MODIFIED RODNAN SKIN SCORE,100.0000,1.0000,2
Disorder of immune function,Systemic Sclerosis,Phase 2,2006-2010,1,CHANGE IN HAQ-DI SCORE,0.0000,2.0000,0
Disorder of immune function,Systemic Sclerosis,Phase 2,2006-2010,1,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,0.0000,2.0000,1
Disorder of immune function,Systemic Sclerosis,Phase 2,2006-2010,1,CHANGE FROM BASELINE IN MODIFIED RODNAN SKIN SCORE,0.0000,2.0000,3
Disorder of immune function,Systemic Sclerosis,Phase 2,2006-2010,1,CHANGE IN SF-36 SCORE,0.0000,2.0000,4
Disorder of immune function,Systemic Sclerosis,Phase 2,2011-2015,8,CHANGE IN SF-36 SCORE,66.6667,1.0000,4
Disorder of immune function,Systemic Sclerosis,Phase 2,2011-2015,8,CHANGE IN HAQ-DI SCORE,50.0000,2.0000,0
Disorder of immune function,Systemic Sclerosis,Phase 2,2011-2015,8,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,0.0000,3.0000,1
Disorder of immune function,Systemic Sclerosis,Phase 2,2011-2015,8,CHANGE IN MODIFIED RODNAN SKIN SCORE,0.0000,3.0000,2
Disorder of immune function,Systemic Sclerosis,Phase 2,2011-2015,8,CHANGE FROM BASELINE IN MODIFIED RODNAN SKIN SCORE,0.0000,3.0000,3
Disorder of immune function,Systemic Sclerosis,Phase 2,2016-2020,17,CHANGE IN HAQ-DI SCORE,50.5556,1.0000,0
Disorder of immune function,Systemic Sclerosis,Phase 2,2016-2020,17,CHANGE IN MODIFIED RODNAN SKIN SCORE,41.6667,2.0000,2
Disorder of immune function,Systemic Sclerosis,Phase 2,2016-2020,17,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,37.5000,3.0000,1
Disorder of immune function,Systemic Sclerosis,Phase 2,2016-2020,17,CHANGE FROM BASELINE IN MODIFIED RODNAN SKIN SCORE,32.5000,4.0000,3
Disorder of immune function,Systemic Sclerosis,Phase 2,2016-2020,17,CHANGE IN SF-36 SCORE,23.3333,5.0000,4
Disorder of immune function,Systemic Sclerosis,Phase 2,2021-2025,15,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,62.5000,1.0000,1
Disorder of immune function,Systemic Sclerosis,Phase 2,2021-2025,15,CHANGE FROM BASELINE IN MODIFIED RODNAN SKIN SCORE,50.0000,2.0000,3
Disorder of immune function,Systemic Sclerosis,Phase 2,2021-2025,15,CHANGE IN HAQ-DI SCORE,37.5000,3.0000,0
Disorder of immune function,Systemic Sclerosis,Phase 2,2021-2025,15,CHANGE IN MODIFIED RODNAN SKIN SCORE,37.5000,3.0000,2
Disorder of immune function,Systemic Sclerosis,Phase 2,2021-2025,15,CHANGE IN SF-36 SCORE,0.0000,5.0000,4
Disorder of immune function,Systemic Sclerosis,Phase 3,2006-2010,1,CHANGE IN HAQ-DI SCORE,100.0000,1.0000,0
Disorder of immune function,Systemic Sclerosis,Phase 3,2006-2010,1,DURATION OF SKIN LESION RESPONSE,0.0000,2.0000,8
Disorder of immune function,Systemic Sclerosis,Phase 3,2006-2010,1,EVEROLIMUS TROUGH CONCENTRATION,0.0000,2.0000,9
Disorder of immune function,Systemic Sclerosis,Phase 3,2006-2010,1,PERCENTAGE OF PARTICIPANTS WITH RENAL IMPAIRMENT,0.0000,2.0000,10
Disorder of immune function,Systemic Sclerosis,Phase 3,2006-2010,1,ABSOLUTE CHANGE FROM BASELINE IN FVC,0.0000,2.0000,11
Disorder of immune function,Systemic Sclerosis,Phase 3,2011-2015,6,DURATION OF SKIN LESION RESPONSE,66.6667,1.0000,8
Disorder of immune function,Systemic Sclerosis,Phase 3,2011-2015,6,EVEROLIMUS TROUGH CONCENTRATION,66.6667,1.0000,9
Disorder of immune function,Systemic Sclerosis,Phase 3,2011-2015,6,PERCENTAGE OF PARTICIPANTS WITH RENAL IMPAIRMENT,66.6667,1.0000,10
Disorder of immune function,Systemic Sclerosis,Phase 3,2011-2015,6,CHANGE IN HAQ-DI SCORE,41.6667,4.0000,0
Disorder of immune function,Systemic Sclerosis,Phase 3,2011-2015,6,ABSOLUTE CHANGE FROM BASELINE IN FVC,0.0000,5.0000,11
Disorder of immune function,Systemic Sclerosis,Phase 3,2016-2020,3,ABSOLUTE CHANGE FROM BASELINE IN FVC,100.0000,1.0000,11
Disorder of immune function,Systemic Sclerosis,Phase 3,2016-2020,3,CHANGE IN HAQ-DI SCORE,75.0000,2.0000,0
Disorder of immune function,Systemic Sclerosis,Phase 3,2016-2020,3,DURATION OF SKIN LESION RESPONSE,0.0000,3.0000,8
Disorder of immune function,Systemic Sclerosis,Phase 3,2016-2020,3,EVEROLIMUS TROUGH CONCENTRATION,0.0000,3.0000,9
Disorder of immune function,Systemic Sclerosis,Phase 3,2016-2020,3,PERCENTAGE OF PARTICIPANTS WITH RENAL IMPAIRMENT,0.0000,3.0000,10
Disorder of immune function,Systemic Sclerosis,Phase 3,2021-2025,1,CHANGE IN HAQ-DI SCORE,0.0000,1.0000,0
Disorder of immune function,Systemic Sclerosis,Phase 3,2021-2025,1,DURATION OF SKIN LESION RESPONSE,0.0000,1.0000,8
Disorder of immune function,Systemic Sclerosis,Phase 3,2021-2025,1,EVEROLIMUS TROUGH CONCENTRATION,0.0000,1.0000,9
Disorder of immune function,Systemic Sclerosis,Phase 3,2021-2025,1,PERCENTAGE OF PARTICIPANTS WITH RENAL IMPAIRMENT,0.0000,1.0000,10
Disorder of immune function,Systemic Sclerosis,Phase 3,2021-2025,1,ABSOLUTE CHANGE FROM BASELINE IN FVC,0.0000,1.0000,11
Disorder of immune function,Systemic Sclerosis,Phase 4,2006-2010,1,DIFFERENCES IN SCAR VISCOELASTICITY,100.0000,1.0000,21
Disorder of immune function,Systemic Sclerosis,Phase 4,2006-2010,1,CHANGE IN 6-MINUTE WALK DISTANCE,0.0000,2.0000,7
Disorder of immune function,Systemic Sclerosis,Phase 4,2006-2010,1,CHANGE IN EXERCISE PULMONARY HEMODYNAMICS,0.0000,2.0000,18
Disorder of immune function,Systemic Sclerosis,Phase 4,2006-2010,1,CHANGE IN QUALITY OF LIFE SCORE,0.0000,2.0000,19
Disorder of immune function,Systemic Sclerosis,Phase 4,2006-2010,1,CHANGE IN SGRQ SCORE,0.0000,2.0000,20
Disorder of immune function,Systemic Sclerosis,Phase 4,2011-2015,1,CHANGE IN 6-MINUTE WALK DISTANCE,100.0000,1.0000,7
Disorder of immune function,Systemic Sclerosis,Phase 4,2011-2015,1,CHANGE IN EXERCISE PULMONARY HEMODYNAMICS,100.0000,1.0000,18
Disorder of immune function,Systemic Sclerosis,Phase 4,2011-2015,1,CHANGE IN QUALITY OF LIFE SCORE,100.0000,1.0000,19
Disorder of immune function,Systemic Sclerosis,Phase 4,2011-2015,1,CHANGE IN SGRQ SCORE,100.0000,1.0000,20
Disorder of immune function,Systemic Sclerosis,Phase 4,2011-2015,1,DIFFERENCES IN SCAR VISCOELASTICITY,0.0000,5.0000,21
Musculoskeletal disorder,Tendinopathy,Phase 1,2006-2010,1,CHANGE FROM BASELINE RANGE OF MOTION,100.0000,1.0000,13
Musculoskeletal disorder,Tendinopathy,Phase 1,2006-2010,1,CLINICAL IMPROVEMENT,100.0000,1.0000,6
Musculoskeletal disorder,Tendinopathy,Phase 1,2006-2010,1,CLINICAL SUCCESS,100.0000,1.0000,14
Musculoskeletal disorder,Tendinopathy,Phase 1,2006-2010,1,NUMBER OF SUBJECTS WITH AUX I AND AUX II DETECTED,100.0000,1.0000,15
Musculoskeletal disorder,Tendinopathy,Phase 1,2006-2010,1,PERCENT CHANGE IN CONTRACTURE,100.0000,1.0000,16
Musculoskeletal disorder,Tendinopathy,Phase 2,2006-2010,7,ANTI-DRUG ANTIBODIES,66.6667,1.0000,3
Musculoskeletal disorder,Tendinopathy,Phase 2,2006-2010,7,SEROPROTECTION RATE,66.6667,1.0000,1
Musculoskeletal disorder,Tendinopathy,Phase 2,2006-2010,7,NUMBER OF PARTICIPANTS WITH SERIOUS ADVERSE EVENTS,58.3333,3.0000,2
Musculoskeletal disorder,Tendinopathy,Phase 2,2006-2010,7,CHANGE IN VAS PAIN SCORE,50.0000,4.0000,0
Musculoskeletal disorder,Tendinopathy,Phase 2,2006-2010,7,CHANGE IN PAIN SCORE,50.0000,4.0000,5
Musculoskeletal disorder,Tendinopathy,Phase 2,2011-2015,4,CHANGE IN VAS PAIN SCORE,100.0000,1.0000,0
Musculoskeletal disorder,Tendinopathy,Phase 2,2011-2015,4,NUMBER OF PARTICIPANTS WITH SERIOUS ADVERSE EVENTS,100.0000,1.0000,2
Musculoskeletal disorder,Tendinopathy,Phase 2,2011-2015,4,ANTI-DRUG ANTIBODIES,100.0000,1.0000,3
Musculoskeletal disorder,Tendinopathy,Phase 2,2011-2015,4,CHANGE IN PAIN SCORE,100.0000,1.0000,5
Musculoskeletal disorder,Tendinopathy,Phase 2,2011-2015,4,SEROPROTECTION RATE,100.0000,1.0000,1
Musculoskeletal disorder,Tendinopathy,Phase 2,2016-2020,6,CHANGE IN VAS PAIN SCORE,75.0000,1.0000,0
Musculoskeletal disorder,Tendinopathy,Phase 2,2016-2020,6,NUMBER OF PARTICIPANTS WITH SERIOUS ADVERSE EVENTS,0.0000,2.0000,2
Musculoskeletal disorder,Tendinopathy,Phase 2,2016-2020,6,ANTI-DRUG ANTIBODIES,0.0000,2.0000,3
Musculoskeletal disorder,Tendinopathy,Phase 2,2016-2020,6,CHANGE IN PAIN SCORE,0.0000,2.0000,5
Musculoskeletal disorder,Tendinopathy,Phase 2,2016-2020,6,SEROPROTECTION RATE,0.0000,2.0000,1
Musculoskeletal disorder,Tendinopathy,Phase 2,2021-2025,3,CHANGE IN VAS PAIN SCORE,33.3333,1.0000,0
Musculoskeletal disorder,Tendinopathy,Phase 2,2021-2025,3,CHANGE IN PAIN SCORE,33.3333,1.0000,5
Musculoskeletal disorder,Tendinopathy,Phase 2,2021-2025,3,NUMBER OF PARTICIPANTS WITH SERIOUS ADVERSE EVENTS,0.0000,3.0000,2
Musculoskeletal disorder,Tendinopathy,Phase 2,2021-2025,3,ANTI-DRUG ANTIBODIES,0.0000,3.0000,3
Musculoskeletal disorder,Tendinopathy,Phase 2,2021-2025,3,SEROPROTECTION RATE,0.0000,3.0000,1
Musculoskeletal disorder,Tendinopathy,Phase 3,2006-2010,9,SEROPROTECTION RATE,83.3333,1.0000,1
Musculoskeletal disorder,Tendinopathy,Phase 3,2006-2010,9,ANTI-DRUG ANTIBODIES,83.3333,2.0000,3
Musculoskeletal disorder,Tendinopathy,Phase 3,2006-2010,9,NUMBER OF PARTICIPANTS WITH SERIOUS ADVERSE EVENTS,70.8333,3.0000,2
Musculoskeletal disorder,Tendinopathy,Phase 3,2006-2010,9,BOOSTER RESPONSE RATE,66.6667,4.0000,4
Musculoskeletal disorder,Tendinopathy,Phase 3,2006-2010,9,CHANGE IN VAS PAIN SCORE,0.0000,5.0000,0
Musculoskeletal disorder,Tendinopathy,Phase 3,2011-2015,13,SEROPROTECTION RATE,50.0000,1.0000,1
Musculoskeletal disorder,Tendinopathy,Phase 3,2011-2015,13,CHANGE IN VAS PAIN SCORE,36.6667,2.0000,0
Musculoskeletal disorder,Tendinopathy,Phase 3,2011-2015,13,BOOSTER RESPONSE RATE,35.0000,3.0000,4
Musculoskeletal disorder,Tendinopathy,Phase 3,2011-2015,13,NUMBER OF PARTICIPANTS WITH SERIOUS ADVERSE EVENTS,20.0000,4.0000,2
Musculoskeletal disorder,Tendinopathy,Phase 3,2011-2015,13,ANTI-DRUG ANTIBODIES,20.0000,4.0000,3
Musculoskeletal disorder,Tendinopathy,Phase 3,2016-2020,3,CHANGE IN VAS PAIN SCORE,100.0000,1.0000,0
Musculoskeletal disorder,Tendinopathy,Phase 3,2016-2020,3,SEROPROTECTION RATE,0.0000,2.0000,1
Musculoskeletal disorder,Tendinopathy,Phase 3,2016-2020,3,NUMBER OF PARTICIPANTS WITH SERIOUS ADVERSE EVENTS,0.0000,2.0000,2
Musculoskeletal disorder,Tendinopathy,Phase 3,2016-2020,3,ANTI-DRUG ANTIBODIES,0.0000,2.0000,3
Musculoskeletal disorder,Tendinopathy,Phase 3,2016-2020,3,BOOSTER RESPONSE RATE,0.0000,2.0000,4
Musculoskeletal disorder,Tendinopathy,Phase 3,2021-2025,5,CHANGE IN VAS PAIN SCORE,50.0000,1.0000,0
Musculoskeletal disorder,Tendinopathy,Phase 3,2021-2025,5,SEROPROTECTION RATE,0.0000,2.0000,1
Musculoskeletal disorder,Tendinopathy,Phase 3,2021-2025,5,NUMBER OF PARTICIPANTS WITH SERIOUS ADVERSE EVENTS,0.0000,2.0000,2
Musculoskeletal disorder,Tendinopathy,Phase 3,2021-2025,5,ANTI-DRUG ANTIBODIES,0.0000,2.0000,3
Musculoskeletal disorder,Tendinopathy,Phase 3,2021-2025,5,BOOSTER RESPONSE RATE,0.0000,2.0000,4
Musculoskeletal disorder,Tendinopathy,Phase 4,2006-2010,3,CHANGE IN VAS PAIN SCORE,50.0000,1.0000,0
Musculoskeletal disorder,Tendinopathy,Phase 4,2006-2010,3,SEROPROTECTION RATE,50.0000,1.0000,1
Musculoskeletal disorder,Tendinopathy,Phase 4,2006-2010,3,CHANGE IN PAIN SCORE,50.0000,1.0000,5
Musculoskeletal disorder,Tendinopathy,Phase 4,2006-2010,3,BOOSTER RESPONSE RATE,0.0000,4.0000,4
Musculoskeletal disorder,Tendinopathy,Phase 4,2006-2010,3,VAS PAIN SCORE,0.0000,4.0000,10
Musculoskeletal disorder,Tendinopathy,Phase 4,2011-2015,10,SEROPROTECTION RATE,100.0000,1.0000,1
Musculoskeletal disorder,Tendinopathy,Phase 4,2011-2015,10,BOOSTER RESPONSE RATE,60.0000,2.0000,4
Musculoskeletal disorder,Tendinopathy,Phase 4,2011-2015,10,CHANGE IN VAS PAIN SCORE,40.0000,3.0000,0
Musculoskeletal disorder,Tendinopathy,Phase 4,2011-2015,10,CHANGE IN PAIN SCORE,20.0000,4.0000,5
Musculoskeletal disorder,Tendinopathy,Phase 4,2011-2015,10,VAS PAIN SCORE,0.0000,5.0000,10
Musculoskeletal disorder,Tendinopathy,Phase 4,2016-2020,7,CHANGE IN PAIN SCORE,50.0000,1.0000,5
Musculoskeletal disorder,Tendinopathy,Phase 4,2016-2020,7,CHANGE IN VAS PAIN SCORE,41.6667,2.0000,0
Musculoskeletal disorder,Tendinopathy,Phase 4,2016-2020,7,SEROPROTECTION RATE,33.3333,3.0000,1
Musculoskeletal disorder,Tendinopathy,Phase 4,2016-2020,7,BOOSTER RESPONSE RATE,0.0000,4.0000,4
Musculoskeletal disorder,Tendinopathy,Phase 4,2016-2020,7,VAS PAIN SCORE,0.0000,4.0000,10
Musculoskeletal disorder,Tendinopathy,Phase 4,2021-2025,6,VAS PAIN SCORE,66.6667,1.0000,10
Musculoskeletal disorder,Tendinopathy,Phase 4,2021-2025,6,CHANGE IN VAS PAIN SCORE,0.0000,2.0000,0
Musculoskeletal disorder,Tendinopathy,Phase 4,2021-2025,6,SEROPROTECTION RATE,0.0000,2.0000,1
Musculoskeletal disorder,Tendinopathy,Phase 4,2021-2025,6,CHANGE IN PAIN SCORE,0.0000,2.0000,5
Musculoskeletal disorder,Tendinopathy,Phase 4,2021-2025,6,BOOSTER RESPONSE RATE,0.0000,2.0000,4
Blood disease,Thalassemia,Phase 2,2006-2010,2,CHANGE IN LIVER IRON CONCENTRATION,100.0000,1.0000,1
Blood disease,Thalassemia,Phase 2,2006-2010,2,CHANGE IN FERRITIN,100.0000,1.0000,0
Blood disease,Thalassemia,Phase 2,2006-2010,2,CHANGE IN HEMOGLOBIN,100.0000,1.0000,2
Blood disease,Thalassemia,Phase 2,2006-2010,2,MAXIMUM PLASMA CONCENTRATION,0.0000,4.0000,3
Blood disease,Thalassemia,Phase 2,2006-2010,2,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,0.0000,4.0000,4
Blood disease,Thalassemia,Phase 2,2011-2015,5,MAXIMUM PLASMA CONCENTRATION,100.0000,1.0000,3
Blood disease,Thalassemia,Phase 2,2011-2015,5,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,100.0000,1.0000,4
Blood disease,Thalassemia,Phase 2,2011-2015,5,CHANGE IN LIVER IRON CONCENTRATION,83.3333,3.0000,1
Blood disease,Thalassemia,Phase 2,2011-2015,5,CHANGE IN FERRITIN,50.0000,4.0000,0
Blood disease,Thalassemia,Phase 2,2011-2015,5,CHANGE IN HEMOGLOBIN,50.0000,4.0000,2
Blood disease,Thalassemia,Phase 2,2016-2020,3,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,100.0000,1.0000,4
Blood disease,Thalassemia,Phase 2,2016-2020,3,MAXIMUM PLASMA CONCENTRATION,50.0000,2.0000,3
Blood disease,Thalassemia,Phase 2,2016-2020,3,CHANGE IN LIVER IRON CONCENTRATION,0.0000,3.0000,1
Blood disease,Thalassemia,Phase 2,2016-2020,3,CHANGE IN FERRITIN,0.0000,3.0000,0
Blood disease,Thalassemia,Phase 2,2016-2020,3,CHANGE IN HEMOGLOBIN,0.0000,3.0000,2
Blood disease,Thalassemia,Phase 2,2021-2025,6,CHANGE IN FERRITIN,100.0000,1.0000,0
Blood disease,Thalassemia,Phase 2,2021-2025,6,CHANGE IN HEMOGLOBIN,33.3333,2.0000,2
Blood disease,Thalassemia,Phase 2,2021-2025,6,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,33.3333,2.0000,4
Blood disease,Thalassemia,Phase 2,2021-2025,6,CHANGE IN LIVER IRON CONCENTRATION,0.0000,4.0000,1
Blood disease,Thalassemia,Phase 2,2021-2025,6,MAXIMUM PLASMA CONCENTRATION,0.0000,4.0000,3
Blood disease,Thalassemia,Phase 3,2006-2010,1,CHANGE IN FERRITIN,0.0000,1.0000,0
Blood disease,Thalassemia,Phase 3,2006-2010,1,ANNUALIZED NUMBER OF PRBC TRANSFUSIONS,0.0000,1.0000,7
Blood disease,Thalassemia,Phase 3,2006-2010,1,ANNUALIZED PHLEBOTOMY THERAPY USAGE,0.0000,1.0000,8
