outcome_normalized,disease_area,disease,outcome_trial_count,disease_trial_count,percentage
OBJECTIVE RESPONSE RATE,Neoplastic disease,Cervical Cancer,38,269,14.1264
OBJECTIVE RESPONSE RATE,Neoplastic disease,Waldenstrom Macroglobulinemia,38,78,48.7179
OBJECTIVE RESPONSE RATE,Neoplastic disease,Hematologic Malignancies General,35,160,21.8750
OBJECTIVE RESPONSE RATE,Neoplastic disease,Myeloproliferative Neoplasms,23,104,22.1154
OBJECTIVE RESPONSE RATE,Disorder of digestive system,Irritable Bowel Syndrome,11,106,10.3774
OBJECTIVE RESPONSE RATE,Mental illness,Schizophrenia,11,692,1.5896
OBJECTIVE RESPONSE RATE,Infection,Fungal Infection,10,203,4.9261
OBJECTIVE RESPONSE RATE,Blood disease,Immune Thrombocytopenia,8,74,10.8108
OBJECTIVE RESPONSE RATE,Disorder of the genitourinary system,Uterine Fibroids,8,105,7.6190
OBJECTIVE RESPONSE RATE,Musculoskeletal disorder,Fibromyalgia,6,246,2.4390
OBJECTIVE RESPONSE RATE,Disorder of immune function,Lupus Nephritis,6,91,6.5934
OBJECTIVE RESPONSE RATE,Blood disease,Anemia,5,312,1.6026
OBJECTIVE RESPONSE RATE,Disorder of the genitourinary system,Endometriosis,5,186,2.6882
OBJECTIVE RESPONSE RATE,Disorder of the genitourinary system,Focal Segmental Glomerulosclerosis,5,40,12.5000
OBJECTIVE RESPONSE RATE,Disorder of eye,Retinal Vein Occlusion,5,355,1.4085
OBJECTIVE RESPONSE RATE,Infection,Skin and Soft Tissue Infection,5,340,1.4706
OBJECTIVE RESPONSE RATE,Respiratory disease,Allergic Rhinitis,4,190,2.1053
OBJECTIVE RESPONSE RATE,Mental illness,Bipolar Disorder,4,329,1.2158
OBJECTIVE RESPONSE RATE,Disorder of digestive system,Constipation,4,137,2.9197
OBJECTIVE RESPONSE RATE,Disorder of endocrine system,Cushing's Syndrome,4,65,6.1538
OBJECTIVE RESPONSE RATE,Infection,HIV/AIDS,4,1396,0.2865
OBJECTIVE RESPONSE RATE,Disorder of endocrine system,Hyperparathyroidism,4,134,2.9851
OBJECTIVE RESPONSE RATE,Mental illness,Major Depressive Disorder,4,1109,0.3607
OBJECTIVE RESPONSE RATE,Disorder of digestive system,Nausea and Vomiting,4,133,3.0075
OBJECTIVE RESPONSE RATE,Procedure,Radiation Oncology,4,61,6.5574
OBJECTIVE RESPONSE RATE,Disorder of immune function,Vasculitis,4,43,9.3023
OBJECTIVE RESPONSE RATE,Neurological disorder,Epilepsy,3,416,0.7212
OBJECTIVE RESPONSE RATE,Mental illness,Opioid Use Disorder,3,334,0.8982
OBJECTIVE RESPONSE RATE,Disorder of immune function,Organ Transplant Rejection,3,362,0.8287
OBJECTIVE RESPONSE RATE,Congenital disease,Phenylketonuria,3,69,4.3478
OBJECTIVE RESPONSE RATE,Infection,Pneumonia,3,244,1.2295
OBJECTIVE RESPONSE RATE,Disorder of skin,Psoriasis,3,645,0.4651
OBJECTIVE RESPONSE RATE,Disorder of endocrine system,Type 1 Diabetes,3,599,0.5008
OBJECTIVE RESPONSE RATE,Disorder of endocrine system,Acromegaly,2,72,2.7778
OBJECTIVE RESPONSE RATE,Neurological disorder,Amyotrophic Lateral Sclerosis,2,170,1.1765
OBJECTIVE RESPONSE RATE,Respiratory disease,Asthma,2,737,0.2714
OBJECTIVE RESPONSE RATE,Mental illness,Attention Deficit Hyperactivity Disorder,2,385,0.5195
OBJECTIVE RESPONSE RATE,Mental illness,Autism Spectrum Disorder,2,235,0.8511
OBJECTIVE RESPONSE RATE,Infection,COVID-19,2,793,0.2522
OBJECTIVE RESPONSE RATE,Neurological disorder,Chronic Inflammatory Demyelinating Polyneuropathy,2,44,4.5455
OBJECTIVE RESPONSE RATE,Disorder of digestive system,Crohn's Disease,2,225,0.8889
OBJECTIVE RESPONSE RATE,Respiratory disease,Cystic Fibrosis,2,320,0.6250
OBJECTIVE RESPONSE RATE,Situation with explicit context,Drug-Drug Interaction,2,207,0.9662
OBJECTIVE RESPONSE RATE,Disorder of haemostatic system,Hemophilia A,2,167,1.1976
OBJECTIVE RESPONSE RATE,Cardiovascular disease,Hypertension,2,614,0.3257
OBJECTIVE RESPONSE RATE,Disorder of endocrine system,Hypogonadism,2,126,1.5873
OBJECTIVE RESPONSE RATE,Disorder of eye,Inherited Retinal Diseases,2,171,1.1696
OBJECTIVE RESPONSE RATE,Cardiovascular disease,Mitral Regurgitation,2,94,2.1277
OBJECTIVE RESPONSE RATE,Neurological disorder,Myasthenia Gravis,2,135,1.4815
OBJECTIVE RESPONSE RATE,Neurological disorder,Neuropathic Pain,2,114,1.7544
OBJECTIVE RESPONSE RATE,Mental illness,Obsessive-Compulsive Disorder,2,137,1.4599
OBJECTIVE RESPONSE RATE,Situation with explicit context,Pediatric Population,2,145,1.3793
OBJECTIVE RESPONSE RATE,Disorder of immune function,Primary Immunodeficiency,2,147,1.3605
OBJECTIVE RESPONSE RATE,Respiratory disease,Pulmonary Embolism,2,68,2.9412
OBJECTIVE RESPONSE RATE,Disorder of immune function,Sarcoidosis,2,164,1.2195
OBJECTIVE RESPONSE RATE,Disorder of digestive system,Short Bowel Syndrome,2,234,0.8547
OBJECTIVE RESPONSE RATE,Blood disease,Thrombotic Thrombocytopenic Purpura,2,101,1.9802
OBJECTIVE RESPONSE RATE,Disorder of skin,Acne,1,250,0.4000
OBJECTIVE RESPONSE RATE,Disorder of the genitourinary system,Acute Kidney Injury,1,110,0.9091
OBJECTIVE RESPONSE RATE,Disorder of endocrine system,Addison's Disease,1,21,4.7619
OBJECTIVE RESPONSE RATE,Neurological disorder,Alzheimer's Disease,1,626,0.1597
OBJECTIVE RESPONSE RATE,Disorder of skin,Atopic Dermatitis,1,502,0.1992
OBJECTIVE RESPONSE RATE,Procedure,Bioequivalence Study,1,52,1.9231
OBJECTIVE RESPONSE RATE,Procedure,Blood Transfusion,1,204,0.4902
OBJECTIVE RESPONSE RATE,Disorder of digestive system,Celiac Disease,1,58,1.7241
OBJECTIVE RESPONSE RATE,Respiratory disease,Chronic Obstructive Pulmonary Disease,1,849,0.1178
OBJECTIVE RESPONSE RATE,Disorder of digestive system,Chronic Pancreatitis,1,282,0.3546
OBJECTIVE RESPONSE RATE,Disorder of digestive system,Cirrhosis,1,167,0.5988
OBJECTIVE RESPONSE RATE,Situation with explicit context,Contraception,1,208,0.4808
OBJECTIVE RESPONSE RATE,Infection,Cytomegalovirus,1,189,0.5291
OBJECTIVE RESPONSE RATE,Disorder of eye,Diabetic Macular Edema,1,192,0.5208
OBJECTIVE RESPONSE RATE,Disorder of digestive system,Eosinophilic Esophagitis,1,209,0.4785
OBJECTIVE RESPONSE RATE,Neurological disorder,Essential Tremor,1,170,0.5882
OBJECTIVE RESPONSE RATE,Clinical finding,Fever,1,217,0.4608
OBJECTIVE RESPONSE RATE,Disorder of endocrine system,Gestational Diabetes,1,982,0.1018
OBJECTIVE RESPONSE RATE,Situation with explicit context,Healthy Volunteers,1,2042,0.0490
OBJECTIVE RESPONSE RATE,Infection,Hepatitis B,1,266,0.3759
OBJECTIVE RESPONSE RATE,Infection,Hepatitis C,1,658,0.1520
OBJECTIVE RESPONSE RATE,Infection,Herpes Simplex Virus,1,148,0.6757
OBJECTIVE RESPONSE RATE,Disorder of skin,Hidradenitis Suppurativa,1,137,0.7299
OBJECTIVE RESPONSE RATE,Disorder of endocrine system,Hyperthyroidism,1,19,5.2632
OBJECTIVE RESPONSE RATE,Disorder of the genitourinary system,IgA Nephropathy,1,80,1.2500
OBJECTIVE RESPONSE RATE,Disorder of the genitourinary system,Interstitial Cystitis,1,82,1.2195
OBJECTIVE RESPONSE RATE,Musculoskeletal disorder,Juvenile Idiopathic Arthritis,1,85,1.1765
OBJECTIVE RESPONSE RATE,Disorder of endocrine system,Menopause Symptoms,1,125,0.8000
OBJECTIVE RESPONSE RATE,Neurological disorder,Migraine,1,470,0.2128
OBJECTIVE RESPONSE RATE,Neurological disorder,Multiple Sclerosis,1,495,0.2020
OBJECTIVE RESPONSE RATE,Respiratory disease,Neonatal Respiratory Distress,1,171,0.5848
OBJECTIVE RESPONSE RATE,Blood disease,Neutropenia,1,47,2.1277
OBJECTIVE RESPONSE RATE,Disorder of endocrine system,Obesity,1,811,0.1233
OBJECTIVE RESPONSE RATE,Sleep disorder,Obstructive Sleep Apnea,1,354,0.2825
OBJECTIVE RESPONSE RATE,Musculoskeletal disorder,Osteoarthritis,1,845,0.1183
OBJECTIVE RESPONSE RATE,Disorder of the genitourinary system,Overactive Bladder,1,180,0.5556
OBJECTIVE RESPONSE RATE,Disorder of the genitourinary system,Polycystic Kidney Disease,1,61,1.6393
OBJECTIVE RESPONSE RATE,Disorder of skin,Rosacea,1,414,0.2415
OBJECTIVE RESPONSE RATE,Procedure,Screening,1,69,1.4493
OBJECTIVE RESPONSE RATE,Disorder of immune function,Severe Combined Immunodeficiency,1,43,2.3256
OBJECTIVE RESPONSE RATE,Disorder of immune function,Sjögren's Syndrome,1,73,1.3699
OBJECTIVE RESPONSE RATE,Infection,Tuberculosis,1,151,0.6623
OBJECTIVE RESPONSE RATE,Infection,Urinary Tract Infection,1,169,0.5917
OBJECTIVE RESPONSE RATE,Disorder of skin,Vitiligo,1,136,0.7353
OCCURRENCE OF ADVERSE EVENTS,Infection,Hepatitis B,4,266,1.5038
OCCURRENCE OF ADVERSE EVENTS,Disorder of skin,Atopic Dermatitis,3,502,0.5976
OCCURRENCE OF ADVERSE EVENTS,Infection,Hepatitis C,2,658,0.3040
OCCURRENCE OF ADVERSE EVENTS,Disorder of endocrine system,Acromegaly,1,72,1.3889
OCCURRENCE OF ADVERSE EVENTS,Neoplastic disease,Acute Myeloid Leukemia,1,369,0.2710
OCCURRENCE OF ADVERSE EVENTS,Clinical finding,Acute Pain,1,1010,0.0990
OCCURRENCE OF ADVERSE EVENTS,Respiratory disease,Acute Respiratory Distress Syndrome,1,189,0.5291
OCCURRENCE OF ADVERSE EVENTS,Mental illness,Alcohol Use Disorder,1,574,0.1742
OCCURRENCE OF ADVERSE EVENTS,Respiratory disease,Allergic Rhinitis,1,190,0.5263
OCCURRENCE OF ADVERSE EVENTS,Neurological disorder,Alzheimer's Disease,1,626,0.1597
OCCURRENCE OF ADVERSE EVENTS,Procedure,Anesthesia,1,379,0.2639
OCCURRENCE OF ADVERSE EVENTS,Cardiovascular disease,Atrial Fibrillation,1,482,0.2075
OCCURRENCE OF ADVERSE EVENTS,Disorder of the genitourinary system,Benign Prostatic Hyperplasia,1,118,0.8475
OCCURRENCE OF ADVERSE EVENTS,Neoplastic disease,Bladder Cancer,1,334,0.2994
OCCURRENCE OF ADVERSE EVENTS,Infection,COVID-19,1,793,0.1261
OCCURRENCE OF ADVERSE EVENTS,Disorder of eye,Cataracts,1,475,0.2105
OCCURRENCE OF ADVERSE EVENTS,Neoplastic disease,Chronic Lymphocytic Leukemia,1,198,0.5051
OCCURRENCE OF ADVERSE EVENTS,Infection,Clostridium Difficile Infection,1,124,0.8065
OCCURRENCE OF ADVERSE EVENTS,Neoplastic disease,Diffuse Large B-Cell Lymphoma,1,221,0.4525
OCCURRENCE OF ADVERSE EVENTS,Disorder of haemostatic system,Disseminated Intravascular Coagulation,1,102,0.9804
OCCURRENCE OF ADVERSE EVENTS,Disorder of digestive system,Eosinophilic Esophagitis,1,209,0.4785
OCCURRENCE OF ADVERSE EVENTS,Disorder of the genitourinary system,Erectile Dysfunction,1,141,0.7092
OCCURRENCE OF ADVERSE EVENTS,Infection,Fungal Infection,1,203,0.4926
OCCURRENCE OF ADVERSE EVENTS,Disorder of digestive system,Gastroesophageal Reflux Disease,1,145,0.6897
OCCURRENCE OF ADVERSE EVENTS,Disorder of endocrine system,Gestational Diabetes,1,982,0.1018
OCCURRENCE OF ADVERSE EVENTS,Disorder of endocrine system,Growth Hormone Deficiency,1,77,1.2987
OCCURRENCE OF ADVERSE EVENTS,Situation with explicit context,Healthy Volunteers,1,2042,0.0490
OCCURRENCE OF ADVERSE EVENTS,Blood disease,Immune Thrombocytopenia,1,74,1.3514
OCCURRENCE OF ADVERSE EVENTS,Infection,Malaria,1,213,0.4695
OCCURRENCE OF ADVERSE EVENTS,Neoplastic disease,Melanoma,1,560,0.1786
OCCURRENCE OF ADVERSE EVENTS,Disorder of endocrine system,Metabolic Syndrome,1,285,0.3509
OCCURRENCE OF ADVERSE EVENTS,Neoplastic disease,Non-Small Cell Lung Cancer,1,944,0.1059
OCCURRENCE OF ADVERSE EVENTS,Musculoskeletal disorder,Osteoarthritis,1,845,0.1183
OCCURRENCE OF ADVERSE EVENTS,Neoplastic disease,Ovarian Cancer,1,373,0.2681
OCCURRENCE OF ADVERSE EVENTS,Disorder of immune function,Primary Immunodeficiency,1,147,0.6803
OCCURRENCE OF ADVERSE EVENTS,Infection,Respiratory Syncytial Virus,1,284,0.3521
OCCURRENCE OF ADVERSE EVENTS,Disorder of digestive system,Short Bowel Syndrome,1,234,0.4274
OCCURRENCE OF ADVERSE EVENTS,Blood disease,Sickle Cell Disease,1,177,0.5650
OCCURRENCE OF ADVERSE EVENTS,Disorder of haemostatic system,Von Willebrand Disease,1,17,5.8824
OPERATIVE TIME,Musculoskeletal disorder,Osteoarthritis,5,845,0.5917
OPERATIVE TIME,Disorder of the genitourinary system,Urinary Incontinence,5,328,1.5244
OPERATIVE TIME,Clinical finding,Acute Pain,4,1010,0.3960
OPERATIVE TIME,Disorder of digestive system,Acute Pancreatitis,4,158,2.5316
OPERATIVE TIME,Neoplastic disease,Bladder Cancer,3,334,0.8982
OPERATIVE TIME,Disorder of the genitourinary system,Benign Prostatic Hyperplasia,2,118,1.6949
OPERATIVE TIME,Respiratory disease,Bronchiectasis,2,255,0.7843
OPERATIVE TIME,Disorder of the genitourinary system,Endometriosis,2,186,1.0753
OPERATIVE TIME,Disorder of the genitourinary system,Infertility,2,161,1.2422
OPERATIVE TIME,Musculoskeletal disorder,Low Back Pain,2,330,0.6061
OPERATIVE TIME,Disorder of the genitourinary system,Nephrotic Syndrome,2,106,1.8868
OPERATIVE TIME,Neoplastic disease,Renal Cell Carcinoma,2,337,0.5935
OPERATIVE TIME,Disorder of endocrine system,Acromegaly,1,72,1.3889
OPERATIVE TIME,Musculoskeletal disorder,Bone Fracture,1,217,0.4608
OPERATIVE TIME,Neoplastic disease,Breast Cancer,1,1499,0.0667
OPERATIVE TIME,Neoplastic disease,Cervical Cancer,1,269,0.3717
OPERATIVE TIME,Disorder of digestive system,Chronic Pancreatitis,1,282,0.3546
OPERATIVE TIME,Situation with explicit context,Contraception,1,208,0.4808
OPERATIVE TIME,Musculoskeletal disorder,Gout,1,140,0.7143
OPERATIVE TIME,Neoplastic disease,Head and Neck Cancer,1,445,0.2247
OPERATIVE TIME,Disorder of the genitourinary system,Interstitial Cystitis,1,82,1.2195
OPERATIVE TIME,Neoplastic disease,Non-Small Cell Lung Cancer,1,944,0.1059
OPERATIVE TIME,Disorder of digestive system,Nonalcoholic Fatty Liver Disease,1,235,0.4255
OPERATIVE TIME,Disorder of endocrine system,Obesity,1,811,0.1233
OPERATIVE TIME,Sleep disorder,Obstructive Sleep Apnea,1,354,0.2825
OPERATIVE TIME,Neoplastic disease,Pancreatic Cancer,1,515,0.1942
OPERATIVE TIME,Disorder of labour / delivery,Preterm Labor,1,249,0.4016
OPERATIVE TIME,Procedure,Radiation Oncology,1,61,1.6393
OPERATIVE TIME,Infection,Skin and Soft Tissue Infection,1,340,0.2941
OPERATIVE TIME,Neurological disorder,Spinal Cord Injury,1,294,0.3401
OPERATIVE TIME,Disorder of skin,Wound Healing,1,199,0.5025
OPIOID CONSUMPTION,Clinical finding,Acute Pain,40,1010,3.9604
OPIOID CONSUMPTION,Musculoskeletal disorder,Osteoarthritis,14,845,1.6568
OPIOID CONSUMPTION,Procedure,Surgical Procedures,9,384,2.3438
OPIOID CONSUMPTION,Musculoskeletal disorder,Bone Fracture,6,217,2.7650
OPIOID CONSUMPTION,Situation with explicit context,Post-Operative Care,5,282,1.7730
OPIOID CONSUMPTION,Musculoskeletal disorder,Low Back Pain,4,330,1.2121
OPIOID CONSUMPTION,Neoplastic disease,Breast Cancer,3,1499,0.2001
OPIOID CONSUMPTION,Neurological disorder,Neuropathic Pain,3,114,2.6316
OPIOID CONSUMPTION,Mental illness,Opioid Use Disorder,3,334,0.8982
OPIOID CONSUMPTION,Musculoskeletal disorder,Fibromyalgia,2,246,0.8130
OPIOID CONSUMPTION,Disorder of eye,Uveitis,2,100,2.0000
OPIOID CONSUMPTION,Procedure,Anesthesia,1,379,0.2639
OPIOID CONSUMPTION,Cardiovascular disease,Coronary Artery Disease,1,662,0.1511
OPIOID CONSUMPTION,Clinical finding,Fever,1,217,0.4608
OPIOID CONSUMPTION,Disorder of endocrine system,Hypoparathyroidism,1,179,0.5587
OPIOID CONSUMPTION,Disorder of the genitourinary system,Interstitial Cystitis,1,82,1.2195
OPIOID CONSUMPTION,Neoplastic disease,Mantle Cell Lymphoma,1,100,1.0000
OPIOID CONSUMPTION,Sleep disorder,Obstructive Sleep Apnea,1,354,0.2825
OPIOID CONSUMPTION,Disorder of immune function,Organ Transplant Rejection,1,362,0.2762
OPIOID CONSUMPTION,Musculoskeletal disorder,Osteoporosis,1,441,0.2268
OPIOID CONSUMPTION,Neoplastic disease,Pancreatic Cancer,1,515,0.1942
OPIOID CONSUMPTION,Cardiovascular disease,Peripheral Artery Disease,1,332,0.3012
OPIOID CONSUMPTION,Mental illness,Post-Traumatic Stress Disorder,1,473,0.2114
OPIOID CONSUMPTION,Musculoskeletal disorder,Psoriatic Arthritis,1,150,0.6667
OPIOID CONSUMPTION,Neoplastic disease,Renal Cell Carcinoma,1,337,0.2967
OPIOID CONSUMPTION,Neurological disorder,Spinal Cord Injury,1,294,0.3401
OPIOID CONSUMPTION,Musculoskeletal disorder,Tendinopathy,1,164,0.6098
OPIOID CONSUMPTION,Injury,Trauma,1,219,0.4566
OVERALL SURVIVAL,Neoplastic disease,Non-Small Cell Lung Cancer,532,944,56.3559
OVERALL SURVIVAL,Neoplastic disease,Breast Cancer,350,1499,23.3489
OVERALL SURVIVAL,Neoplastic disease,Pancreatic Cancer,246,515,47.7670
OVERALL SURVIVAL,Neoplastic disease,Locally Advanced Cancer,222,572,38.8112
OVERALL SURVIVAL,Neoplastic disease,Small Cell Lung Cancer,211,505,41.7822
OVERALL SURVIVAL,Neoplastic disease,Melanoma,206,560,36.7857
OVERALL SURVIVAL,Neoplastic disease,Multiple Myeloma,199,573,34.7295
OVERALL SURVIVAL,Neoplastic disease,Colorectal Cancer,183,556,32.9137
OVERALL SURVIVAL,Neoplastic disease,Prostate Cancer,180,906,19.8675
OVERALL SURVIVAL,Neoplastic disease,Recurrent Cancer,176,444,39.6396
OVERALL SURVIVAL,Neoplastic disease,Glioblastoma,175,386,45.3368
OVERALL SURVIVAL,Neoplastic disease,Metastatic Disease,171,366,46.7213
OVERALL SURVIVAL,Neoplastic disease,Head and Neck Cancer,166,445,37.3034
OVERALL SURVIVAL,Neoplastic disease,Hodgkin Lymphoma,166,469,35.3945
OVERALL SURVIVAL,Neoplastic disease,Hepatocellular Carcinoma,158,321,49.2212
OVERALL SURVIVAL,Neoplastic disease,Renal Cell Carcinoma,158,337,46.8843
OVERALL SURVIVAL,Neoplastic disease,Acute Myeloid Leukemia,157,369,42.5474
OVERALL SURVIVAL,Neoplastic disease,Chronic Myeloid Leukemia,154,399,38.5965
OVERALL SURVIVAL,Neoplastic disease,Ovarian Cancer,154,373,41.2869
OVERALL SURVIVAL,Neoplastic disease,Acute Lymphoblastic Leukemia,139,364,38.1868
OVERALL SURVIVAL,Neoplastic disease,Gastric Cancer,107,190,56.3158
OVERALL SURVIVAL,Neoplastic disease,Bladder Cancer,103,334,30.8383
OVERALL SURVIVAL,Neoplastic disease,Brain Tumors,103,505,20.3960
OVERALL SURVIVAL,Neoplastic disease,Diffuse Large B-Cell Lymphoma,103,221,46.6063
OVERALL SURVIVAL,Neoplastic disease,Neuroendocrine Tumors,88,260,33.8462
OVERALL SURVIVAL,Neoplastic disease,Solid Tumors (Advanced),81,345,23.4783
OVERALL SURVIVAL,Blood disease,Myelodysplastic Syndromes,80,297,26.9360
OVERALL SURVIVAL,Neoplastic disease,Sarcoma,79,246,32.1138
OVERALL SURVIVAL,Neoplastic disease,Endometrial Cancer,73,241,30.2905
OVERALL SURVIVAL,Neoplastic disease,Chronic Lymphocytic Leukemia,72,198,36.3636
OVERALL SURVIVAL,Neoplastic disease,Follicular Lymphoma,70,209,33.4928
OVERALL SURVIVAL,Neoplastic disease,Cholangiocarcinoma,64,127,50.3937
OVERALL SURVIVAL,Neoplastic disease,Esophageal Cancer,60,157,38.2166
OVERALL SURVIVAL,Disorder of immune function,Graft-versus-Host Disease,59,184,32.0652
OVERALL SURVIVAL,Neoplastic disease,Solid Tumors General,50,252,19.8413
OVERALL SURVIVAL,Neoplastic disease,Mesothelioma,47,87,54.0230
OVERALL SURVIVAL,Neoplastic disease,Mantle Cell Lymphoma,45,100,45.0000
OVERALL SURVIVAL,Neoplastic disease,Cancer Immunotherapy,43,295,14.5763
OVERALL SURVIVAL,Neoplastic disease,Hematologic Malignancies General,42,160,26.2500
OVERALL SURVIVAL,Neoplastic disease,Thyroid Cancer,40,128,31.2500
OVERALL SURVIVAL,Neoplastic disease,Cervical Cancer,38,269,14.1264
OVERALL SURVIVAL,Neoplastic disease,Non-Hodgkin Lymphoma,34,108,31.4815
OVERALL SURVIVAL,Infection,COVID-19,22,793,2.7743
OVERALL SURVIVAL,Disorder of immune function,Organ Transplant Rejection,22,362,6.0773
OVERALL SURVIVAL,Neoplastic disease,Myeloproliferative Neoplasms,20,104,19.2308
OVERALL SURVIVAL,Neoplastic disease,Waldenstrom Macroglobulinemia,13,78,16.6667
OVERALL SURVIVAL,Cardiovascular disease,Heart Failure,10,687,1.4556
OVERALL SURVIVAL,Musculoskeletal disorder,Fibromyalgia,9,246,3.6585
OVERALL SURVIVAL,Blood disease,Sickle Cell Disease,9,177,5.0847
OVERALL SURVIVAL,Neurological disorder,Alzheimer's Disease,7,626,1.1182
OVERALL SURVIVAL,Respiratory disease,Idiopathic Pulmonary Fibrosis,6,170,3.5294
OVERALL SURVIVAL,Disorder of immune function,Severe Combined Immunodeficiency,6,43,13.9535
OVERALL SURVIVAL,Disorder of digestive system,Acute Pancreatitis,5,158,3.1646
OVERALL SURVIVAL,Neurological disorder,Amyotrophic Lateral Sclerosis,5,170,2.9412
OVERALL SURVIVAL,Blood disease,Anemia,5,312,1.6026
OVERALL SURVIVAL,Procedure,Blood Transfusion,5,204,2.4510
OVERALL SURVIVAL,Infection,Fungal Infection,5,203,2.4631
OVERALL SURVIVAL,Respiratory disease,Pulmonary Arterial Hypertension,5,280,1.7857
OVERALL SURVIVAL,Disorder of skin,Rosacea,5,414,1.2077
OVERALL SURVIVAL,Blood disease,Thrombotic Thrombocytopenic Purpura,5,101,4.9505
OVERALL SURVIVAL,Disorder of the genitourinary system,Focal Segmental Glomerulosclerosis,4,40,10.0000
OVERALL SURVIVAL,Disorder of endocrine system,Hyperparathyroidism,4,134,2.9851
OVERALL SURVIVAL,Disorder of immune function,Primary Immunodeficiency,4,147,2.7211
OVERALL SURVIVAL,Disorder of immune function,Systemic Lupus Erythematosus,4,155,2.5806
OVERALL SURVIVAL,Neurological disorder,Chronic Inflammatory Demyelinating Polyneuropathy,3,44,6.8182
OVERALL SURVIVAL,Disorder of digestive system,Cirrhosis,3,167,1.7964
OVERALL SURVIVAL,Infection,Cytomegalovirus,3,189,1.5873
OVERALL SURVIVAL,Disorder of the genitourinary system,Endometriosis,3,186,1.6129
OVERALL SURVIVAL,Infection,HIV/AIDS,3,1396,0.2149
OVERALL SURVIVAL,Disorder of endocrine system,Hypogonadism,3,126,2.3810
OVERALL SURVIVAL,Disorder of digestive system,Inflammatory Bowel Disease,3,101,2.9703
OVERALL SURVIVAL,Congenital disease,Lysosomal Storage Disorders,3,179,1.6760
OVERALL SURVIVAL,Situation with explicit context,Pediatric Population,3,145,2.0690
OVERALL SURVIVAL,Disorder of digestive system,Short Bowel Syndrome,3,234,1.2821
OVERALL SURVIVAL,Disorder of endocrine system,Addison's Disease,2,21,9.5238
OVERALL SURVIVAL,Cardiovascular disease,Coronary Artery Disease,2,662,0.3021
OVERALL SURVIVAL,Disorder of digestive system,Crohn's Disease,2,225,0.8889
OVERALL SURVIVAL,Blood disease,Hemoglobinopathies,2,12,16.6667
OVERALL SURVIVAL,Infection,Herpes Simplex Virus,2,148,1.3514
OVERALL SURVIVAL,Neurological disorder,Huntington's Disease,2,55,3.6364
OVERALL SURVIVAL,Neurological disorder,Myasthenia Gravis,2,135,1.4815
OVERALL SURVIVAL,Disorder of the genitourinary system,Nephrotic Syndrome,2,106,1.8868
OVERALL SURVIVAL,Congenital disease,Phenylketonuria,2,69,2.8986
OVERALL SURVIVAL,Situation with explicit context,Preventive Care,2,274,0.7299
OVERALL SURVIVAL,Procedure,Radiation Oncology,2,61,3.2787
OVERALL SURVIVAL,Disorder of immune function,Sarcoidosis,2,164,1.2195
OVERALL SURVIVAL,Neurological disorder,Spinal Cord Injury,2,294,0.6803
OVERALL SURVIVAL,Disorder of immune function,Systemic Sclerosis,2,88,2.2727
OVERALL SURVIVAL,Blood disease,Thalassemia,2,40,5.0000
OVERALL SURVIVAL,Disorder of the genitourinary system,Uterine Fibroids,2,105,1.9048
OVERALL SURVIVAL,Disorder of the genitourinary system,Acute Kidney Injury,1,110,0.9091
OVERALL SURVIVAL,Cardiovascular disease,Aortic Stenosis,1,321,0.3115
OVERALL SURVIVAL,Cardiovascular disease,Atherosclerosis,1,254,0.3937
OVERALL SURVIVAL,Disorder of skin,Atopic Dermatitis,1,502,0.1992
OVERALL SURVIVAL,Cardiovascular disease,Atrial Fibrillation,1,482,0.2075
OVERALL SURVIVAL,Mental illness,Bipolar Disorder,1,329,0.3040
OVERALL SURVIVAL,Respiratory disease,Bronchiectasis,1,255,0.3922
OVERALL SURVIVAL,Cardiovascular disease,Cardiomyopathy,1,126,0.7937
OVERALL SURVIVAL,Disorder of digestive system,Celiac Disease,1,58,1.7241
OVERALL SURVIVAL,Disorder of the genitourinary system,Chronic Kidney Disease,1,337,0.2967
OVERALL SURVIVAL,Respiratory disease,Chronic Obstructive Pulmonary Disease,1,849,0.1178
OVERALL SURVIVAL,Infection,Clostridium Difficile Infection,1,124,0.8065
OVERALL SURVIVAL,Disorder of immune function,Common Variable Immunodeficiency,1,33,3.0303
OVERALL SURVIVAL,Disorder of digestive system,Constipation,1,137,0.7299
OVERALL SURVIVAL,Situation with explicit context,Critical Illness,1,74,1.3514
OVERALL SURVIVAL,Disorder of haemostatic system,Disseminated Intravascular Coagulation,1,102,0.9804
OVERALL SURVIVAL,Clinical finding,Edema,1,128,0.7812
OVERALL SURVIVAL,Disorder of the genitourinary system,End-Stage Renal Disease,1,226,0.4425
OVERALL SURVIVAL,Disorder of digestive system,Eosinophilic Esophagitis,1,209,0.4785
OVERALL SURVIVAL,Neurological disorder,Epilepsy,1,416,0.2404
OVERALL SURVIVAL,Clinical finding,Fever,1,217,0.4608
OVERALL SURVIVAL,Situation with explicit context,Geriatric Population,1,206,0.4854
OVERALL SURVIVAL,Musculoskeletal disorder,Gout,1,140,0.7143
OVERALL SURVIVAL,Disorder of haemostatic system,Hemophilia A,1,167,0.5988
OVERALL SURVIVAL,Disorder of skin,Hidradenitis Suppurativa,1,137,0.7299
OVERALL SURVIVAL,Disorder of endocrine system,Hypoparathyroidism,1,179,0.5587
OVERALL SURVIVAL,Infection,Influenza,1,610,0.1639
OVERALL SURVIVAL,Disorder of eye,Inherited Retinal Diseases,1,171,0.5848
